Formulation_ID,endpoint,confidence,tier,근거인용문,사유,y,y_bin,y_src_detail,ct_cat,from_neg_recovery,y_conflict,quote_has_explicit_negative,quote_has_suspicious_marker,quote_has_no_data_marker
EyeIrritation6pack_PID24,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID240,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID246,skin,medium,RECOVERED_negative,Skin corrosion/irritation  / Skin - Rabbit  / Result: No skin irritation,y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,NC,True,False,True,False,False
EyeIrritation6pack_PID247,skin,medium,RECOVERED_negative,Skin corrosion/irritation  / Skin - Rabbit  / Result: No skin irritation,y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,NC,True,False,True,False,False
EyeIrritation6pack_PID263,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_2nd,NC,False,False,False,False,False
EyeIrritation6pack_PID28,skin,medium,RECOVERED_negative,Skin corrosion/irritation  / Skin - rabbit  / Result: No skin irritation,y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,,True,False,True,False,False
EyeIrritation6pack_PID281,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID282,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID283,skin,medium,SOURCE_CONFLICT,(b)skin corrosion/irritation /  Dermal (rabbit): Not irritant,출처 간 서열 상충(y_conflict=True),2,1.0,sds_v1,,False,True,False,False,False
EyeIrritation6pack_PID286,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_2nd,,False,False,False,False,False
EyeIrritation6pack_PID287,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID288,skin,medium,RECOVERED_negative,Skin corrosion/irritation / Shall not be classified as corrosive/irritant to skin.,y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,,True,False,True,False,False
EyeIrritation6pack_PID29,skin,medium,RECOVERED_negative,Skin corrosion/irritation  / Skin - rabbit  / Result: No skin irritation,y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,,True,False,True,False,False
EyeIrritation6pack_PID298,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_2nd,,False,False,False,False,False
EyeIrritation6pack_PID301,skin,high,NONE,H315 Causes skin irritation,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_v1,,False,False,False,False,False
EyeIrritation6pack_PID303,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,1,1.0,sds_2nd,NC,False,False,False,False,False
EyeIrritation6pack_PID310,skin,high,NONE,"Skin Irritation, Category 2 ... H315: Causes skin irritation",복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_v1,,False,False,False,False,False
EyeIrritation6pack_PID313,skin,high,NONE,Skin corrosion/irritation • Non-irritant: Rabbit; OECD 404,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_v1,,False,False,True,False,False
EyeIrritation6pack_PID314,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_2nd,,False,False,False,False,False
EyeIrritation6pack_PID324,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_2nd,NC,False,False,False,False,False
EyeIrritation6pack_PID325,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,NC,False,False,False,False,False
EyeIrritation6pack_PID327,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID328,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID333,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd,NC,False,False,False,False,False
EyeIrritation6pack_PID343,skin,medium,RECOVERED_negative,Skin Irritation (rabbit): Non-irritating,y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,,True,False,True,False,False
EyeIrritation6pack_PID344,skin,medium,CT_CONTRADICTION,,CT baseline(GHS 가산법)은 양성인데 최종 라벨은 음성 — 상충,NC,0.0,sds_2nd_sec11,2,False,False,False,False,False
EyeIrritation6pack_PID345,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID349,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID350,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID356,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,NC,False,False,False,False,False
EyeIrritation6pack_PID358,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd,NC,False,False,False,False,False
EyeIrritation6pack_PID360,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,NC,False,False,False,False,False
EyeIrritation6pack_PID361,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,NC,False,False,False,False,False
EyeIrritation6pack_PID363,skin,medium,CT_CONTRADICTION,,CT baseline(GHS 가산법)은 양성인데 최종 라벨은 음성 — 상충,NC,0.0,sds_2nd_sec11,2,False,False,False,False,False
EyeIrritation6pack_PID365,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,NC,False,False,False,False,False
EyeIrritation6pack_PID366,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd,NC,False,False,False,False,False
EyeIrritation6pack_PID367,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd,NC,False,False,False,False,False
EyeIrritation6pack_PID37,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID391,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_2nd,NC,False,False,False,False,False
EyeIrritation6pack_PID398,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,1,1.0,sds_2nd,,False,False,False,False,False
EyeIrritation6pack_PID40,skin,medium,RECOVERED_negative,Skin corrosion/irritation / Shall not be classified as corrosive/irritant to skin.,y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,,True,False,True,False,False
EyeIrritation6pack_PID413,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID422,skin,medium,RECOVERED_negative,Skin corrosion/irritation / Shall not be classified as corrosive/irritant to skin.,y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,NC,True,False,True,False,False
EyeIrritation6pack_PID426,skin,high,NONE,According to Regulation (EC) No 1272/2008 [CLP] / Acute Tox. 4 (Inhalation - vapour).      Skin Corr./Irrit. 2      Repr. 2 (unborn child) / ... / H315 Causes skin irritation.,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_v1,,False,False,False,False,False
EyeIrritation6pack_PID429,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,NC,False,False,False,False,False
EyeIrritation6pack_PID439,skin,high,NONE,"Skin irritation (Category 2), H315",복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_v1,,False,False,False,False,False
EyeIrritation6pack_PID44,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_2nd,2,False,False,False,False,False
EyeIrritation6pack_PID443,skin,medium,RECOVERED_negative,Skin corrosion/irritation / Shall not be classified as corrosive/irritant to skin.,y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,NC,True,False,True,False,False
EyeIrritation6pack_PID444,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID459,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID46,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,NC,False,False,False,False,False
EyeIrritation6pack_PID460,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID466,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID467,skin,medium,RECOVERED_negative,Skin corrosion/irritation  / Skin - rabbit  / Result: No skin irritation,y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,,True,False,True,False,False
EyeIrritation6pack_PID47,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,1,1.0,sds_v1,NC,False,False,False,False,False
EyeIrritation6pack_PID475,skin,medium,RECOVERED_negative,Skin corrosion/irritation --- Not Applicable,y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,,True,False,False,False,True
EyeIrritation6pack_PID477,skin,medium,RECOVERED_negative,Assessment of irritating effects: / Eye contact causes irritation. Not irritating to the skin. /  / Experimental/calculated data: / Skin corrosion/irritation rabbit: non-irritant (OECD Guideline 404),y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,NC,True,False,True,True,False
EyeIrritation6pack_PID48,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,1,1.0,sds_2nd,1,False,False,False,False,False
EyeIrritation6pack_PID480,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_2nd,,False,False,False,False,False
EyeIrritation6pack_PID489,skin,medium,RECOVERED_negative,Skin corrosion/irritation / Skin - Rabbit / Result: No skin irritation / (OECD Test Guideline 404),y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,,True,False,True,False,False
EyeIrritation6pack_PID497,skin,high,NONE,Skin corrosion/irritation / Brief contact is essentially nonirritating to skin.,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_v1,,False,False,True,True,False
EyeIrritation6pack_PID499,skin,high,NONE,Skin irritation - Category 2 - H315,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_v1,,False,False,False,False,False
EyeIrritation6pack_PID500,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID502,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID506,skin,medium,SOURCE_CONFLICT,Skin corrosion/irritation / Product: / Species : Rabbit / Method : OECD Test Guideline 404 / Result : No skin irritation,출처 간 서열 상충(y_conflict=True),1,1.0,sds_v1,,False,True,True,False,False
EyeIrritation6pack_PID511,skin,medium,RECOVERED_negative,Skin corrosion/irritation / Shall not be classified as corrosive/irritant to skin.,y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,,True,False,True,False,False
EyeIrritation6pack_PID514,skin,medium,RECOVERED_negative,Skin corrosion/irritation Shall not be classified as corrosive/irritant to skin.,y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,NC,True,False,True,False,False
EyeIrritation6pack_PID516,skin,medium,RECOVERED_negative,Skin corrosion/irritation / Shall not be classified as corrosive/irritant to skin.,y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,NC,True,False,True,False,False
EyeIrritation6pack_PID523,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,1,1.0,sds_2nd,,False,False,False,False,False
EyeIrritation6pack_PID553,skin,high,NONE,Assessment of irritating effects: Skin contact causes slight irritation.,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,1,1.0,sds_v1,,False,False,False,False,False
EyeIrritation6pack_PID556,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID560,skin,medium,RECOVERED_negative,"Skin contact Based on available data, the classification criteria are not met.",y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충) | CT baseline(GHS 가산법)은 양성인데 최종 라벨은 음성 — 상충,NC,0.0,sds_v1_negative_recovered,2,True,False,True,False,False
EyeIrritation6pack_PID567,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_v1,NC,False,False,False,False,False
EyeIrritation6pack_PID568,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,NC,False,False,False,False,False
EyeIrritation6pack_PID57,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,1,1.0,sds_v1,1,False,False,False,False,False
EyeIrritation6pack_PID573,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID632,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_2nd,NC,False,False,False,False,False
EyeIrritation6pack_PID669,skin,medium,SOURCE_CONFLICT,3.2 skin corrosion/irritation 2 Skin Irrit. 2 H315,출처 간 서열 상충(y_conflict=True),2,1.0,sds_v1,,False,True,False,False,False
EyeIrritation6pack_PID676,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID680,skin,high,NONE,Skin Irritation / Category 2 / (H315) / May cause skin irritation,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_v1,NC,False,False,False,True,False
EyeIrritation6pack_PID690,skin,medium,RECOVERED_negative,Skin corrosion/irritation / Product: / Species : Rabbit / Result : No skin irritation,y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,,True,False,True,False,False
EyeIrritation6pack_PID691,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,1B,1.0,sds_v1,NC,False,False,False,False,False
EyeIrritation6pack_PID694,skin,medium,RECOVERED_negative,"Irritation/Corrosion Conclusion/Summary Skin : Based on available data, the classification criteria are not met.",y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,,True,False,True,False,False
EyeIrritation6pack_PID695,skin,high,NONE,"2.1.2. Classification - EC 1272/2008Based on available data, this product is not classified as hazardous. Hazard Statement No Significant Hazard",복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_v1,,False,False,True,False,False
EyeIrritation6pack_PID699,skin,medium,T2_endpoint_no_data,"Skin corrosion/irritation : Not classified (Based on available data, the classification criteria are not met.) pH: Not applicable",y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충) | T2: 문서에 음성진술은 있으나 해당 엔드포인트가 자료없음/미측정 → 시험근거 없는 음성,NC,0.0,sds_v1_negative_recovered,,True,False,True,False,True
EyeIrritation6pack_PID716,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID718,skin,medium,CT_CONTRADICTION,,CT baseline(GHS 가산법)은 양성인데 최종 라벨은 음성 — 상충,NC,0.0,sds_2nd_sec11,2,False,False,False,False,False
EyeIrritation6pack_PID722,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID723,skin,high,NONE,Skin Irrit. 2;H315 Causes skin irritation.,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_v1,NC,False,False,False,False,False
EyeIrritation6pack_PID728,skin,high,NONE,"Skin corrosion/irritation: Based on available data, the classification criteria are not met.",복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,1,1.0,sds_v1,,False,False,True,False,False
EyeIrritation6pack_PID732,skin,medium,RECOVERED_negative,Skin / Species: rabbit / Result: non-irritant / Method: OECD Guideline 404 /  / May cause slight irritation to the skin.,y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,NC,True,False,True,True,False
EyeIrritation6pack_PID738,skin,medium,RECOVERED_negative,Skin corrosion/irritation: Species: Rabbit Method: OECD Test Guideline 404 Result: No skin irritation,y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,,True,False,True,False,False
EyeIrritation6pack_PID739,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,NC,False,False,False,False,False
EyeIrritation6pack_PID740,skin,high,NONE,Hazard class: Skin corrosion or irritation (Category 2). Causes skin irritation (H315).,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_v1,NC,False,False,False,False,False
EyeIrritation6pack_PID746,skin,high,NONE,Skin corrosion/irritation / no data available,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,NC,False,False,False,True,True
EyeIrritation6pack_PID748,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,NC,False,False,False,False,False
EyeIrritation6pack_PID75,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,3,1.0,sds_2nd,,False,False,False,False,False
EyeIrritation6pack_PID757,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_2nd,NC,False,False,False,False,False
EyeIrritation6pack_PID760,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_2nd,NC,False,False,False,False,False
EyeIrritation6pack_PID765,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_2nd,,False,False,False,False,False
EyeIrritation6pack_PID768,skin,medium,RECOVERED_negative,Skin corrosion/irritation Shall not be classified as corrosive/irritant to skin.,y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,,True,False,True,False,False
EyeIrritation6pack_PID776,skin,high,NONE,Skin irrt. 2 / H315 / ... / H315 Causes skin irritation,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_v1,NC,False,False,False,False,False
EyeIrritation6pack_PID783,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID788,skin,medium,RECOVERED_negative,Skin corrosion/irritation / Shall not be classified as corrosive/irritant to skin.,y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,,True,False,True,False,False
EyeIrritation6pack_PID79,skin,high,NONE,"Skin corrosion/irritation, Category 2 H315",복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_v1,NC,False,False,False,False,False
EyeIrritation6pack_PID792,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID793,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID794,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID796,skin,medium,SOURCE_CONFLICT,Skin corrosion/irritation / Product: / Species : Rabbit / Result : No skin irritation / Remarks : Based on data from similar materials,출처 간 서열 상충(y_conflict=True),2,1.0,sds_v1,NC,False,True,True,False,False
EyeIrritation6pack_PID798,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,NC,False,False,False,False,False
EyeIrritation6pack_PID80,skin,high,NONE,"Skin Corrosion / Irritation Category 3 / H316, Causes mild skin irritation.",복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,3,1.0,sds_v1,,False,False,False,False,False
EyeIrritation6pack_PID800,skin,medium,RECOVERED_negative,Primary skin irritation: Non-irritating (EPA tox. category IV),y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,NC,True,False,True,False,False
EyeIrritation6pack_PID811,skin,high,NONE,"- Contact with the skin: Based on available data, the classification criteria are not met. However, it contains substances classified as dangerous for skin contact. For more information see section 3.",복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_v1,,False,False,True,False,False
EyeIrritation6pack_PID827,skin,medium,RECOVERED_negative,Skin corrosion/irritation Not classified as a skin irritant,y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,NC,True,False,True,False,False
EyeIrritation6pack_PID828,skin,medium,RECOVERED_negative,Skin corrosion/irritation / Shall not be classified as corrosive/irritant to skin.,y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,NC,True,False,True,False,False
EyeIrritation6pack_PID829,skin,medium,RECOVERED_negative,Skin Irritation: No irritating to skin of rabbits.,y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,,True,False,True,True,False
EyeIrritation6pack_PID838,skin,medium,RECOVERED_negative,Skin corrosion/irritation / Shall not be classified as corrosive/irritant to skin.,y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,,True,False,True,False,False
EyeIrritation6pack_PID854,skin,high,NONE,3.2 skin corrosion/irritation 2 Skin Irrit. 2 H315,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_v1,NC,False,False,False,False,False
EyeIrritation6pack_PID857,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID863,skin,medium,RECOVERED_negative,"Skin Contact: Based on available data, the classification criteria are not met.",y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,NC,True,False,True,False,False
EyeIrritation6pack_PID869,skin,medium,SOURCE_CONFLICT,Skin corrosion/irritation : Not classified,출처 간 서열 상충(y_conflict=True),1,1.0,sds_v1,NC,False,True,True,False,False
EyeIrritation6pack_PID87,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID871,skin,high,NONE,"Skin Contact - harmful if absorbed through the skin, causes skin irritation. May cause reddening of skin.",복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,1,1.0,sds_2nd_sec11,NC,False,False,False,True,False
EyeIrritation6pack_PID896,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID897,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,,False,False,False,False,False
EyeIrritation6pack_PID899,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_2nd,,False,False,False,False,False
EyeIrritation6pack_PID916,skin,high,NONE,"Skin Irritation (Category 2), H315",복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_v1,2,False,False,False,False,False
EyeIrritation6pack_PID932,skin,high,NONE,Skin corrosion/irritation / Causes severe skin burns and eye damage.,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,1,1.0,sds_v1,NC,False,False,False,False,False
EyeIrritation6pack_PID936,skin,high,NONE,"Warning, Skin Irrit. 2, Causes skin irritation.",복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_v1,NC,False,False,False,False,False
EyeIrritation6pack_PID940,skin,high,NONE,"Skin irritation (Category 2), H315",복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_v1,,False,False,False,False,False
EyeIrritation6pack_PID955,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_2nd,,False,False,False,False,False
EyeIrritation6pack_PID960,skin,medium,RECOVERED_negative,Skin corrosion/irritation / Not classified based on available information.,y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,,True,False,True,False,False
EyeIrritation6pack_PID966,skin,high,NONE,Skin Corrosion / Irritation: May cause skin irritation.,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,NC,False,False,False,True,False
EyeIrritation6pack_PID969,skin,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2,1.0,sds_2nd_sec11,NC,False,False,False,False,False
EyeIrritation6pack_PID977,skin,medium,RECOVERED_negative,"Skin Effects: LD50 >5,050 mg/kg (rabbit). Not a skin sensitizer. A skin irritation study on rabbits showed the product may be slightly irritating, but not sufficient for classification.",y=sds_v1 status='negative' 복구분(카테고리 미기재 → NC 보충),NC,0.0,sds_v1_negative_recovered,NC,True,False,True,False,False
EyeIrritation6pack_PID978,skin,high,NONE,KEEP OUT OF REACH OF CHILDREN – CAUTION – Harmful if swallowed. Causes mild skin irritation. Wash thoroughly with soap and water after handling.,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,sds_2nd_sec11,NC,False,False,False,False,False
