Formulation_ID,ingredient_name,cas,strategy,value,src,confidence,detail,idx,보류사유
MIX245,Index No 613,58-00-2,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",3018,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX247,Antimony Trioxide Grp. 2B: Possible human carc. International Agency for Research on Cancer,1309-64-4,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",3020,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID65,Diammonium Phosphate 0-8,7783-28-0,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",1414,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX370,Index No 603,197-00-7,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",3534,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX612,None required. COMPOSITION OF INGREDIENTS. Percentage (by weight). 63449-39-8. CAS Number. Component.,63449-39-8,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",4559,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX248,Index No 607,315-00-8,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",3023,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID838,Index No 607,432-00-4,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",1923,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX372,Synonyms,365400-11-9,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",3538,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX1056,Santalyl acetate,1323-00-8,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",2516,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX250,Index No (GB CLP) 607,315-00-8,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",3028,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID225,Dolomite granules,16389-88-1,전략2_CASmedian_n<3,85.0,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",474,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID225,Urea Granular,57-13-6,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",475,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID225,Potassium Chloride,7447-40-7,전략2_CASmedian_n<3,10.0,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",476,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX859,"Angelica seed oil, cold pressed",84775-41-7,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",5083,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID650,Metrafenone,220899-03-6,전략2_CASmedian_n<3,25.2,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",1418,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID840,Carbon,1333-86-4,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",1927,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX618,Avermectin A1a,65195-51-9,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",4577,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX619,Avermectin A1b,65195-52-0,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",4579,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID687,Sodium Hypochlorite,7681-52-9,전략2_CASmedian_n<3,52.5,동일CAS_median,낮음,"동일CAS n=2, pct_status=ok",1507,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID228,Fosetyl Aluminium,39148-24-8,전략2_CASmedian_n<3,76.0,동일CAS_median,낮음,"동일CAS n=2, pct_status=ok",487,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID228,Sodium diisopropylnaphthalene sulphonate,1322-93-6,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",488,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX621,Avermectin B2a,65195-57-5,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",4585,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID692,Cyromazine,66215-27-8,전략2_CASmedian_n<3,2.0,동일CAS_median,낮음,"동일CAS n=2, pct_status=ok",1518,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX625,N-(4-Nitrophenyl)-N'-propylurea,13141-86-1,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",4593,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID475,*The full texts of the phrases are shown in Section 16,8052-42-4,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",1010,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID475,THE SEAL OF QUALITY,8052-41-3,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",1011,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX879,CADE wood ORGANIC OIL,8013-10-3,전략2_CASmedian_n<3,10.0,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",5108,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX879,BETA-CARYOPHYLLENE,87-44-5,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",5109,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX879,ALPHA-PINENE,80-56-8,전략2_CASmedian_n<3,12.5,동일CAS_median,낮음,"동일CAS n=2, pct_status=ok",5110,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX380,"White Mineral Oil, (Petroleum) 30.00",8042-47-5,전략2_CASmedian_n<3,73.7,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",3577,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX1064,Butylated hydroxyanisole,25013-16-5,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",2554,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX380,Ethyl (L)-lactate 10.00,687-47-8,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",3579,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID242,Chlorimuron Ethyl 10.5,90982-32-4,전략2_CASmedian_n<3,16.85,동일CAS_median,낮음,"동일CAS n=2, pct_status=ok",508,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX380,Carbon dioxide 1.00,124-38-9,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",3581,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
